date,gross_return,cost,net_return,turnover,equity,drawdown
2020-09-14,0.003272162524953056,3.5609053186511363e-07,0.0032718064344211912,0.0017804526593255682,1.0973757972827674,-0.028441003360659578
2020-09-15,0.0034416002842284636,1.2198632852416624e-06,0.003440380420943222,0.006099316426208312,1.101151187490156,-0.025098470810830165
2020-09-16,0.003698698751115363,4.944912685695133e-06,0.0036937538384296683,0.024724563428475663,1.105218568915639,-0.021497424545296906
2020-09-17,-0.001667861415479212,2.476303022980353e-06,-0.0016703377185021925,0.012381515114901764,1.1033724806527903,-0.023131854304730415
2020-09-18,0.0011272126361922853,3.6125431081324936e-06,0.001123600093084153,0.018062715540662466,1.104612230074758,-0.022034245165296396
2020-09-21,-0.011791875731378701,1.5903529392240158e-06,-0.011793466084317925,0.007951764696120078,1.0915850232030486,-0.03356785112656391
2020-09-22,0.0010056721933738811,9.543562466895817e-06,0.000996128630906985,0.04771781233447908,1.0926723822977304,-0.032605160393242016
2020-09-23,-0.006096784342534554,2.814276304478669e-07,-0.006097065770165002,0.0014071381522393345,1.0860102869176183,-0.038503430356042756
2020-09-24,0.0018195266779972422,3.385940897040474e-06,0.001816140737100202,0.016929704485202368,1.0879826344405992,-0.03675721726733028
2020-09-25,0.0010568006502561242,2.3103690679287886e-06,0.0010544902811881953,0.011551845339643943,1.0891299015547182,-0.03574148711451408
2020-09-28,0.004311828809987128,1.4020336386465273e-06,0.004310426776348481,0.007010168193232635,1.0938245162453015,-0.03158512140125047
2020-09-29,-7.191768639535842e-05,5.626512127118933e-06,-7.754419852247724e-05,0.02813256063559466,1.0937396964998651,-0.03166021635684857
2020-09-30,0.0011137808499486843,2.1411950034058102e-06,0.0011116396549452788,0.010705975017029051,1.0949555409186822,-0.030583771453889685
2020-10-01,0.00031036520836478913,4.126903008828314e-07,0.00030995251806390607,0.002063451504414157,1.095294925145758,-0.030283298452799867
2020-10-02,-0.004882634718905619,1.8794386807846482e-06,-0.0048845141575864035,0.00939719340392324,1.089944941577151,-0.03501989341035516
2020-10-05,-0.0009315362582796086,2.8262490779444274e-05,-0.000959798749059053,0.14131245389722136,1.0888988137856819,-0.03594608010952682
2020-10-06,-0.0047131670287214045,1.817779193260319e-06,-0.004714984807914665,0.009088895966301594,1.0837646724213261,-0.040491579695820956
2020-10-07,0.0011959529052537707,3.5428960431675555e-06,0.0011924100092106035,0.017714480215837776,1.0850569642643502,-0.03934745225152836
2020-10-08,0.0001864996474855707,9.127636263926544e-07,0.00018558688385917797,0.004563818131963271,1.0852583366051576,-0.03916916773872048
2020-10-09,0.005627155419029998,1.7788329011614231e-06,0.005625376586128836,0.008894164505807114,1.0913633234417974,-0.03376413247168708
2020-10-12,0.005045435789213412,2.794389548618334e-06,0.005042641399664794,0.01397194774309167,1.0968666773186606,-0.02889175148424805
2020-10-13,-0.002740305509415948,2.6887314272217356e-05,-0.0027671928236881653,0.13443657136108678,1.0938314357206418,-0.03157899526056507
2020-10-14,0.001505502029986274,2.6441768483168982e-06,0.001502857853137957,0.01322088424158449,1.0954753088838238,-0.030123596148448617
2020-10-15,-0.0003728238512999843,1.331975384992043e-06,-0.0003741558266849763,0.006659876924960215,1.0950654304140155,-0.030486481056113846
2020-10-16,-0.0007958095094941994,2.847114527353431e-05,-0.0008242806547677338,0.14235572636767155,1.0941627891640204,-0.031285632294315024
2020-10-19,-0.0009229358907648971,0.00010048914829100501,-0.001023425039055902,0.5024457414550251,1.0930429955687866,-0.0322770388339183
2020-10-20,0.00016141093050382667,1.0251001119940475e-05,0.00015115992938388625,0.05125500559970238,1.0932082198708104,-0.032130757899445195
2020-10-21,0.004337428845117111,2.8093300341626714e-07,0.004337147912113695,0.0014046650170813357,1.0979496256191286,-0.027932965836869772
2020-10-22,-0.0026403828191147237,1.1833070599329327e-05,-0.002652215889714053,0.05916535299664663,1.0950376261759558,-0.03051109747074454
2020-10-23,0.00155507087914664,3.215172615069556e-06,0.0015518557065315707,0.01607586307534778,1.0967369665650037,-0.029006590584935488
2020-10-26,-0.0015869704058008808,2.5426762067320475e-06,-0.0015895130820076126,0.012713381033660237,1.0949936888091274,-0.030549997311743904
2020-10-27,-0.0019851653394716657,2.14564279801123e-06,-0.0019873109822696774,0.010728213990056149,1.092817595825841,-0.03247659594884755
2020-10-28,-0.007362841433165957,2.3378487846754586e-06,-0.0073651792819506325,0.011689243923377293,1.0847687983101133,-0.03960257927916766
2020-10-29,0.0033457619771941746,1.4694011683828159e-05,0.0033310679655103466,0.0734700584191408,1.0883822369041491,-0.036403430196845776
2020-10-30,0.000759550262069949,2.5942588211596813e-06,0.0007569560032487893,0.012971294105798406,1.089206094372203,-0.03567402998862346
2020-11-02,0.0011524627117752134,1.532173717702412e-06,0.001150930538057511,0.00766086858851206,1.0904596949284544,-0.03456415778109534
2020-11-03,0.0036566077006202876,2.168923368225731e-06,0.0036544387772520625,0.010844616841128654,1.0944447131226316,-0.031036031602341474
2020-11-04,-0.0030343967508797923,2.6281821273546118e-06,-0.0030370249330071465,0.013140910636773057,1.0911208572410802,-0.03397879933355075
2020-11-05,0.009754339262436894,2.2968921354890624e-06,0.009752042370301407,0.01148446067744531,1.101761514072015,-0.024558119654041977
2020-11-06,0.004101062224093205,9.581575572270673e-06,0.004091480648520935,0.047907877861353365,1.1062693499861256,-0.020567118076849744
2020-11-09,-0.012345033286400159,3.304101399240106e-06,-0.012348337387799401,0.01652050699620053,1.0926087628107153,-0.0326614857515416
2020-11-10,0.00012463287908036358,1.6433607493695224e-05,0.00010819927158666831,0.08216803746847612,1.0927269822829806,-0.03255682042892216
2020-11-11,-0.0003807866505115224,6.941029529481725e-07,-0.0003814807534644706,0.003470514764740862,1.0923101279704484,-0.032925881381999034
2020-11-12,-0.0027793248078598056,5.248462784214618e-05,-0.002831809435701952,0.2624231392107309,1.089216913843349,-0.035664450996124475
2020-11-13,0.0025516534087430195,6.265362307895886e-07,0.0025510268725122288,0.003132681153947943,1.0919955354605582,-0.0332044050964968
2020-11-16,-0.00013742950354098322,8.32205934364906e-07,-0.00013826170947534803,0.00416102967182453,1.091844554291086,-0.0333380759081614
2020-11-17,-0.0010390265768168523,6.615069167513782e-07,-0.0010396880837336036,0.003307534583756891,1.0907093765187001,-0.03434310279163855
2020-11-18,-0.001188234541588208,2.6937022304481254e-07,-0.0011885039118112526,0.0013468511152240625,1.0894130641580584,-0.03549078979143827
2020-11-19,0.001231755018709377,1.147706868838204e-06,0.001230607311840539,0.005738534344191019,1.0907537038404258,-0.034303857705018204
2020-11-20,-0.0026189799066195798,3.4645102765265694e-07,-0.0026193263576472325,0.0017322551382632848,1.087896663914255,-0.03683333106400977
2020-11-23,0.002305354471424521,5.454320602588312e-07,0.0023048090393642615,0.0027271603012941556,1.090404057979139,-0.03461341581903166
2020-11-24,0.0019794288235965678,2.4774858714972538e-06,0.0019769513377250704,0.012387429357486268,1.0925597337402215,-0.03270489352001338
2020-11-25,-0.00136213136678885,1.3511234846927484e-06,-0.0013634824902735427,0.006755617423463742,1.0910700476736888,-0.03402378346062618
2020-11-27,0.0018769877714192858,1.0398719331486103e-05,0.0018665890520877994,0.051993596657430516,1.0931066270797372,-0.0322207028302568
2020-11-30,-0.0004942079277262747,2.8074895368444266e-05,-0.000522282823094719,0.14037447684222132,1.0925357162646023,-0.03272615733371531
2020-12-01,-0.0007596532499513633,2.076617267293521e-06,-0.0007617298672186563,0.010383086336467603,1.0917034991785204,-0.033462958709453705
2020-12-02,0.0007330127886087777,1.5746779804473254e-06,0.0007314381106283304,0.007873389902236627,1.0925020127233258,-0.032755996682119815
2020-12-03,-0.0007478061904332059,2.071238507207429e-06,-0.0007498774289404134,0.010356192536037145,1.0916827701229126,-0.03348131112848596
2020-12-04,0.0035332844439286038,4.46638360402423e-06,0.00352881806032458,0.022331918020121147,1.0955351199982675,-0.030070642523554958
2020-12-07,-0.003715230863796251,6.9362760711810746e-06,-0.003722167139867432,0.03468138035590537,1.0914573551740392,-0.03368088170594652
2020-12-08,-0.00030475655185538533,2.3808547866444015e-06,-0.00030713740664202975,0.011904273933222007,1.0911221277925107,-0.03397767445392785
2020-12-09,0.00174377061955967,2.0883962816696487e-05,0.0017228866567429737,0.10441981408348243,1.0930020075473614,-0.03231332747912874
2020-12-10,0.0027016589874100196,4.351677956567332e-06,0.002697307309453452,0.02175838978283666,1.0959501698515661,-0.029703179144077607
2020-12-11,-0.00195081133233754,2.069901811545305e-06,-0.0019528812341490856,0.010349509057726525,1.0938099093313005,-0.031598053597081566
2020-12-14,0.0011393073971246181,1.5141850948190234e-06,0.0011377932120297993,0.0075709254740951165,1.0950544388213885,-0.030496212435948022
2020-12-15,0.003017305179577584,2.8707878064361065e-06,0.0030144343917711475,0.014353939032180532,1.0983554085826333,-0.02757370687576266
2020-12-16,0.0005802382632585578,3.1295504526328513e-06,0.000577108712805925,0.015647752263164255,1.0989892790586837,-0.027012511189439148
2020-12-17,4.955730666030868e-05,1.1632453703794289e-07,4.944098212327072e-05,0.0005816226851897144,1.0990436141679834,-0.026964405732398666
2020-12-18,0.0027313052720608667,1.807845175438061e-06,0.002729497426885429,0.009039225877190304,1.1020434508848898,-0.02430850758157732
2020-12-21,-0.006313734864521019,4.6690790951869897e-07,-0.006314201772430538,0.002334539547593495,1.0950849261740168,-0.030469220532351238
2020-12-22,-0.00048609980262588354,3.7039314533204473e-06,-0.0004898037340792041,0.018519657266602235,1.094548549488043,-0.030944100328439195
2020-12-23,0.002655386758234634,2.705113656580519e-06,0.0026526816445780533,0.013525568282902592,1.0974520383343693,-0.028373503530810362
2020-12-24,0.0004748684774449059,6.573791349362826e-06,0.0004682946860955431,0.03286895674681413,1.097965969292166,-0.027918496005644333
2020-12-28,0.000664796676107838,7.567364705671542e-07,0.0006640399396372707,0.003783682352835771,1.0986950625481386,-0.027272995062409322
2020-12-29,0.0002828693076293049,3.3685936988529732e-06,0.000279500713930452,0.016842968494264865,1.0990021486025128,-0.0270011171700697
2020-12-30,3.2653342628006805e-05,5.578587371546984e-07,3.209548389085208e-05,0.002789293685773492,1.0990374216082692,-0.026969888300100053
2020-12-31,0.0015279940717534768,7.384608812656929e-06,0.0015206094629408198,0.036923044063284644,1.1007086283116927,-0.025490289504522923
2021-01-04,-0.013216257698385811,1.0163300266669728e-06,-0.013217274028412478,0.005081650133334864,1.0861602607458591,-0.03837065139149054
2021-01-05,0.008069299163707591,1.0787999511275893e-05,0.008058511164196315,0.05393999755637946,1.094913095333186,-0.030621350549909998
2021-01-06,0.008906970034722808,5.1996481918970445e-06,0.008901770386530911,0.02599824095948522,1.1046597603010477,-0.021992164394900038
2021-01-07,0.004077154100448533,5.058919173132854e-06,0.0040720951812754,0.025294595865664266,1.1091580399879184,-0.018009623400282893
2021-01-08,0.012355676830321185,2.360592777675419e-07,0.012355440771043417,0.0011802963888377094,1.1228621764567157,-0.005876699464470558
2021-01-11,-0.0024081474306870162,7.966040112409679e-06,-0.0024161134707994256,0.03983020056204839,1.1201492140263276,-0.008278614162529951
2021-01-12,0.0028129260128485177,1.0593585050348464e-06,0.002811866654343483,0.005296792525174232,1.1232989242491374,-0.00549002586729419
2021-01-13,-0.0015243927705403887,8.930283912024772e-08,-0.0015244820733795088,0.0004465141956012386,1.1215864751760731,-0.0070061384946564775
2021-01-14,0.001192980133189688,3.314134089835469e-07,0.0011926487197807044,0.0016570670449177344,1.1229241338498153,-0.00582184563698207
2021-01-15,-0.00336824960874422,6.189589984782001e-07,-0.003368868567742698,0.0030947949923910006,1.119141150031329,-0.009171101171951968
2021-01-19,0.0021965086255945634,1.8519863622238842e-06,0.0021946566392323395,0.00925993181111942,1.1215972805864836,-0.006996571950795616
2021-01-20,0.001962484147891757,1.1140985142023913e-06,0.0019613700493775546,0.005570492571011956,1.123797147900089,-0.005048924768090823
2021-01-21,3.367384748921257e-05,1.4850888756314628e-06,3.218875861358113e-05,0.007425444378157314,1.1238333215352134,-0.005016898528097835
2021-01-22,-0.002163478817691249,2.2975729974103303e-06,-0.002165776390688659,0.01148786498705165,1.1213993498603632,-0.007171809438399901
2021-01-25,0.0014626632392969368,1.697525005193129e-07,0.0014624934867964175,0.0008487625025965645,1.1230393891056316,-0.0057198046761958166
2021-01-26,-0.0004277392527654825,7.870027215771209e-07,-0.0004285262554870596,0.003935013607885604,1.1225581372414537,-0.006145879845202873
2021-01-27,-0.005693943846996697,1.5570230007602992e-07,-0.005694099549296772,0.0007785115003801496,1.1161661794581277,-0.011804984142843034
2021-01-28,0.0018085715432915811,9.4282474345536e-06,0.0017991432958570273,0.047141237172768,1.1181743223569622,-0.010027079705064224
2021-01-29,-0.004609141445143828,1.3549734763862954e-06,-0.0046104964186202135,0.006774867381931476,1.1130189836483424,-0.014591346308614916
2021-02-01,0.004731453430464423,4.049740742318064e-06,0.004727403689722105,0.02024870371159032,1.1182806736983721,-0.009932921803270434
2021-02-02,0.007744308216470238,3.011480252092022e-06,0.007741296736218146,0.01505740126046011,1.126937616227849,-0.0022685187621891423
2021-02-03,0.002350215796590366,4.3128514160756025e-06,0.0023459029451742904,0.021564257080378013,1.1295813025007855,0.0
2021-02-04,0.006988601486554149,5.438057354352369e-06,0.006983163429199796,0.027190286771761843,1.1374693533427167,0.0
2021-02-05,0.0005820818974408522,7.674482310019326e-07,0.0005813144492098504,0.003837241155009663,1.1381305807133484,0.0
2021-02-08,0.0023748646796210686,2.485664842803098e-06,0.0023723790147782663,0.01242832421401549,1.14083065781911,0.0
2021-02-09,0.0004548976296530815,1.1799303626857467e-05,0.0004430983260262243,0.05899651813428733,1.141336157973869,0.0
2021-02-10,-0.00026547448666471506,1.5005424481861707e-06,-0.00026697502911290124,0.007502712240930853,1.1410314497198664,-0.0002669750291128814
2021-02-11,0.0011524895609342067,9.064681590113088e-07,0.0011515830927751952,0.004532340795056544,1.1423454422456887,0.0
2021-02-12,0.0050755563218297505,5.673325468686319e-07,0.005074988989282882,0.0028366627343431594,1.148142832787043,0.0
2021-02-16,0.005450082180885959,1.0968755718867353e-06,0.005448985305314073,0.005484377859433676,1.1543990462113014,0.0
2021-02-17,0.0061245030433426505,5.942467645988992e-06,0.006118560575696661,0.029712338229944957,1.1614623067040717,0.0
2021-02-18,-0.0030560237822327566,2.328100402518807e-06,-0.0030583518826352756,0.011640502012594034,1.1579101462717534,-0.0030583518826352574
2021-02-19,-0.0032326280369548988,6.175835399424201e-06,-0.0032388038723543235,0.030879176997121005,1.1541599024061702,-0.006287250353068985
2021-02-22,0.000508350263914153,3.424048184131312e-06,0.0005049262157300217,0.01712024092065656,1.1547426679980393,-0.005785498734867223
2021-02-23,0.0006896980560633604,6.226511660031964e-06,0.0006834715444033284,0.03113255830015982,1.1555319017527244,-0.005105981414219363
2021-02-24,0.006949363609726514,1.9346553174182104e-07,0.006949170144194773,0.0009673276587091051,1.163561889545049,0.0
2021-02-25,0.001159248752476885,1.6217752985689838e-06,0.0011576269771783158,0.008108876492844919,1.1649088601780029,0.0
2021-02-26,-0.0005794997094247627,1.7732376891010816e-06,-0.0005812729471138638,0.008866188445505407,1.1642317301717282,-0.0005812729471138534
2021-03-01,0.002605559086319547,7.997764483224356e-06,0.0025975613218363223,0.03998882241612178,1.1672558934836768,0.0
2021-03-02,-0.004875442899650669,1.5723412839249135e-06,-0.004877015240934594,0.007861706419624567,1.1615631687010861,-0.004877015240934646
2021-03-03,0.002865311336179709,1.4298749494660785e-06,0.0028638814612302428,0.007149374747330392,1.164889747925977,-0.0020271009732389933
2021-03-04,0.004596623106924129,1.1914342861414907e-06,0.004595431672637987,0.005957171430707453,1.1702429191687274,0.0
2021-03-05,0.00755819901676514,3.5924165558470335e-06,0.007554606600209292,0.017962082779235167,1.1790836440497277,0.0
2021-03-08,0.0007101867004577203,6.735226519757254e-06,0.000703451473937963,0.03367613259878627,1.1799130721770306,0.0
2021-03-09,-0.00429734905473513,2.2161676824016375e-06,-0.004299565222417532,0.011080838412008187,1.1748399589664225,-0.0042995652224174785
2021-03-10,0.000731484221010434,5.7563257073278285e-06,0.000725727895303106,0.02878162853663914,1.175692573097161,-0.0035769576415340953
2021-03-11,0.0037252536167281425,3.5153297910361376e-07,0.003724902083749039,0.0017576648955180685,1.180071912812539,0.0
2021-03-12,0.0014850432937556016,1.2162936710858859e-06,0.0014838270000845156,0.0060814683554294285,1.1818229353788117,0.0
2021-03-15,-0.0005138744864407567,2.573627451775085e-07,-0.0005141318491859343,0.0012868137258875423,1.181215322567635,-0.0005141318491860281
2021-03-16,-0.0011906089502993198,7.600672991297048e-07,-0.0011913690175984495,0.0038003364956485236,1.1798080592292153,-0.0017048883460283326
2021-03-17,0.0003053628452681237,1.040740319557018e-06,0.00030432210494856665,0.00520370159778509,1.180167100901235,-0.0014010850762899985
2021-03-18,-0.00788873078670004,1.6118190218723184e-06,-0.007890342605721913,0.008059095109361591,1.1708551781431227,-0.00928037264074033
2021-03-19,0.0007006748481931061,4.98040642734384e-06,0.0006956944417657624,0.024902032136719196,1.1716697355826695,-0.008591134502638265
2021-03-22,0.0005038991259311157,3.2030112032629955e-07,0.0005035788248107895,0.0016015056016314977,1.1722597636511807,-0.00809188199124411
2021-03-23,-0.0028024789341671713,4.490764087334165e-06,-0.0028069696982545057,0.022453820436670824,1.1689692660161288,-0.010876138021947312
2021-03-24,0.0018731451264770728,2.4993367959707943e-06,0.001870645789681102,0.01249668397985397,1.1711559934518685,-0.009025837634064948
2021-03-25,-0.0009575696627943938,2.149303559849629e-06,-0.0009597189663542436,0.010746517799248144,1.1700320128323933,-0.009976894332854536
2021-03-26,0.005287751048285056,5.765355417523032e-06,0.005281985692867533,0.028826777087615163,1.1762121051843712,-0.00474760645311223
2021-03-29,0.003969875075500139,1.1291713640555584e-05,0.003958583361859584,0.05645856820277791,1.180868238853972,-0.0008078168871664682
2021-03-30,0.0027690466052986474,6.474242032703594e-06,0.002762572363265944,0.03237121016351797,1.1841304728152886,0.0
2021-03-31,-0.0037856068264884987,4.1277104304582205e-06,-0.0037897345369189567,0.0206385521522911,1.1796429326662423,-0.0037897345369189983
2021-04-01,0.002076241723815039,6.0066645260313155e-06,0.002070235059289008,0.030033322630156574,1.1820850708228905,-0.0017273451189336875
2021-04-05,0.0011988279861859623,3.4077685045798194e-06,0.0011954202176813827,0.017038842522899098,1.1834981592155716,-0.0005339898045303437
2021-04-06,-0.0024069843158449097,2.7304067874857606e-06,-0.002409714722632395,0.013652033937428802,1.1806462662771013,-0.0029424177640691163
2021-04-07,0.0006973552000026936,2.825382710441313e-06,0.0006945298172922524,0.014126913552206563,1.1814662603127055,-0.002249931543648942
2021-04-08,-0.0017212150235932577,7.164157470179041e-06,-0.0017283791810634365,0.0358207873508952,1.1794242386252523,-0.003974421989873522
2021-04-09,0.004019031981009334,2.5541027610058443e-08,0.004019006439981723,0.0001277051380502922,1.1841643522357577,0.0
2021-04-12,0.0023290243791915643,1.2169871208974615e-06,0.002327807392070667,0.006084935604487307,1.1869208587683187,0.0
2021-04-13,-0.0017116682561534452,1.0479682453134353e-06,-0.0017127162243987587,0.005239841226567177,1.1848880001564288,-0.0017127162243988359
2021-04-14,0.0038032393628165267,8.374850711824047e-07,0.0038024018777453442,0.004187425355912024,1.1893934205131416,0.0
2021-04-15,-0.0024963896527555544,1.483511869416919e-06,-0.002497873164624971,0.007417559347084594,1.1864224666058603,-0.0024978731646250196
2021-04-16,-0.0005535260719153031,4.212639357816638e-06,-0.0005577387112731197,0.021063196789083187,1.18576075286831,-0.003054218715338286
2021-04-19,0.00039393991048528986,1.944589655157815e-06,0.0003919953208301322,0.009722948275789074,1.1862255655350586,-0.002663420633953195
2021-04-20,-0.0042216474265237445,4.6082615545525036e-07,-0.0042221082526792,0.0023041307772762518,1.181217192785274,-0.00687428363639353
2021-04-21,-0.0004581764954634498,1.2469540737354705e-07,-0.0004583011908708234,0.0006234770368677353,1.1806758395391432,-0.00732943433488753
2021-04-22,-0.0008656477809692933,1.9342734074885915e-06,-0.0008675820543767819,0.009671367037442959,1.179651506368723,-0.008190657503566512
2021-04-23,0.004258074746056624,2.5509737261801504e-06,0.004255523772330444,0.01275486863090075,1.1846715413971405,-0.003969989268953533
2021-04-26,1.9221036182985303e-05,1.800434374337104e-06,1.7420601808648196e-05,0.009002171871685519,1.1846921790883371,-0.003952637826747152
2021-04-27,0.002336468779715267,1.6592498529398952e-06,0.0023348095298623274,0.008296249264699476,1.187458209678026,-0.0016270569533508583
2021-04-28,0.0016797819574382485,2.5051820693763023e-06,0.001677276775368872,0.01252591034688151,1.18944990575484,0.0
2021-04-29,0.004260269784759193,5.988418313193567e-06,0.004254281366445999,0.029942091565967832,1.1945101603252137,0.0
2021-04-30,-0.0038603150026732254,1.0855067587160984e-06,-0.0038614005094319416,0.005427533793580491,1.1898976781836124,-0.003861400509431956
2021-05-03,-0.0018312800736247853,8.509017404529418e-07,-0.0018321309753652386,0.004254508702264709,1.187717629789897,-0.0056864568933154835
2021-05-04,0.0026938691954151426,4.623115849858198e-06,0.0026892460795652842,0.023115579249290988,1.1909116947694403,-0.0030125030956570376
2021-05-05,-0.001412203309767932,3.8202660772878594e-07,-0.0014125853363756607,0.0019101330386439297,1.1892294303724906,-0.004420833014334047
2021-05-06,-0.0043053767862466395,7.725916162746871e-08,-0.004305454045408267,0.00038629580813734354,1.1841092577105747,-0.008707253366356693
2021-05-07,4.665602101839358e-05,4.053988063084465e-06,4.2602032955309146e-05,0.020269940315422327,1.1841597031721944,-0.008665022280096246
2021-05-10,-0.0030009217149372493,1.1707850396283387e-06,-0.003002092499976878,0.005853925198141693,1.1806047462085263,-0.011641101581673974
2021-05-11,-0.0010478978800997811,1.9062282034654099e-06,-0.0010498041083032467,0.00953114101732705,1.1793653424956743,-0.012678684813711594
2021-05-12,-0.0009847137087031343,4.921336994785835e-07,-0.0009852058424026132,0.0024606684973929177,1.1782034248699205,-0.013651399541761644
2021-05-13,-0.0033386857305051005,1.189434603791093e-05,-0.0033505800765430117,0.059471730189554636,1.1742557599484367,-0.016956239510983018
2021-05-14,0.004280637065478211,5.997754533117272e-06,0.004274639310945093,0.02998877266558636,1.179275279781016,-0.01275408200801742
2021-05-17,0.005288400258181432,0.00010475247894159984,0.005183647779239832,0.5237623947079992,1.1853882274661651,-0.007636546897654806
2021-05-18,-0.0032622992762630955,5.799899752701121e-07,-0.0032628792662383658,0.0028999498763505605,1.1815204487963227,-0.010874509033355184
2021-05-19,-0.0021312368641524405,5.323889856915009e-07,-0.0021317692531381324,0.0026619449284575047,1.1790017198316247,-0.01298309634249295
2021-05-20,-0.000905914145736905,3.0871244036726976e-06,-0.0009090012701405774,0.015435622018363487,1.1779300057707998,-0.013880295961567923
2021-05-21,0.001984196831606754,1.4110264591694456e-06,0.001982785805147585,0.007055132295847227,1.1802655886656994,-0.011925031810224307
2021-05-24,0.0070477066002919185,2.3768941536820025e-06,0.007045329706138237,0.01188447076841001,1.1885809488786585,-0.004963717884945318
2021-05-25,0.0007497301292098827,3.293659137945307e-06,0.0007464364700719374,0.016468295689726534,1.1894681490465344,-0.004220986514929748
2021-05-26,0.0011297184360178976,2.8838368799225524e-07,0.0011294300523299054,0.0014419184399612761,1.1908115701203568,-0.0030963237716202796
2021-05-27,0.0009338342002161108,2.2596639778771633e-07,0.000933608233818323,0.0011298319889385816,1.1919233216071472,-0.002165606291169797
2021-05-28,-3.803229009808403e-05,8.274212990315556e-07,-3.885971139711551e-05,0.004137106495157777,1.191877003810862,-0.002204381847731529
2021-06-01,0.0022598088004784286,1.4259620908198768e-06,0.0022583828383876087,0.007129810454099383,1.194568718381737,0.0
2021-06-02,0.002445358373157562,3.7855304908406273e-07,0.002444979820108478,0.0018927652454203137,1.1974894147919133,0.0
2021-06-03,-0.004970638830695211,8.175995568427214e-07,-0.004971456430252054,0.004087997784213607,1.1915361483405873,-0.004971456430251986
2021-06-04,0.0045081343022144735,9.150483919823012e-07,0.0045072192538224915,0.004575241959911505,1.1969066630100134,-0.00048664462057157465
2021-06-07,0.000374619425820072,1.1392491985746547e-06,0.0003734801766214974,0.005696245992873272,1.1973536839219139,-0.000113346196068842
2021-06-08,1.4825818963204321e-05,9.295610728240701e-07,1.3896257890380062e-05,0.00464780536412035,1.1973703226574917,-9.945151326651303e-05
2021-06-09,-0.0009312500157582387,1.8650550587014703e-06,-0.0009331150708169402,0.009325275293507351,1.196253038364071,-0.0010324737843775411
2021-06-10,0.0014511465644932826,1.700950782871588e-06,0.001449445613710411,0.00850475391435794,1.1979869420834155,0.0
2021-06-11,-0.0006733032048512697,1.3713042617614413e-06,-0.0006746745091130311,0.006856521308807206,1.1971786908313415,-0.0006746745091130713
2021-06-14,-0.000778049793190646,2.7204469510320687e-06,-0.0007807702401416781,0.013602234755160342,1.1962439693374087,-0.0014549179834761894
2021-06-15,0.0003307121760904308,8.325343641310379e-07,0.00032987964172629964,0.004162671820655189,1.196638585869431,-0.0011255182895729687
2021-06-16,0.0007163692221141646,2.0794228289834905e-07,0.0007161612798312661,0.0010397114144917452,1.1974955720905827,-0.0004101630623605246
2021-06-17,-0.01384520780197599,6.354306680632166e-07,-0.013845843232644055,0.003177153340316083,1.1809152361276312,-0.014250327241543181
2021-06-18,-0.001908394128911241,2.068558348534263e-05,-0.0019290797123965833,0.10342791742671315,1.1786371565035574,-0.0161519169367631
2021-06-21,0.007418988112396144,3.3378292143157632e-06,0.007415650283181828,0.016689146071578814,1.1873775174669516,-0.008856043620987242
2021-06-22,0.0009261333968974994,1.3472809554422315e-06,0.0009247861159420572,0.006736404777211158,1.1884755877094868,-0.007939447451228099
2021-06-23,0.0006360458495098657,5.588088588365997e-06,0.0006304577609214997,0.027940442941829985,1.189224871367424,-0.00731399517656961
2021-06-24,0.0014034457315003248,3.7140367474698956e-07,0.0014030743278255775,0.0018570183737349477,1.1908934422544513,-0.005921182927610125
2021-06-25,0.003407550519268154,1.7977067391026224e-07,0.0034073707485942437,0.0008988533695513112,1.1949512577342818,-0.0025339878445205244
2021-06-28,-0.0027020423176213624,1.3115946761273478e-07,-0.002702173477088975,0.0006557973380636739,1.191722292139218,-0.005229314046864775
2021-06-29,-0.001293329347559725,1.9653561123231967e-06,-0.0012952947036720484,0.009826780561615983,1.1901786605659623,-0.006517835247748072
2021-06-30,0.0018801479144066394,2.140043387735591e-06,0.0018780078710189038,0.010700216938677953,1.192413825458424,-0.004652067922626402
2021-07-01,0.006661616927776347,1.502362689483372e-06,0.006660114565086863,0.00751181344741686,1.2003554381449706,0.0
2021-07-02,0.0015660340600860503,4.4192934971818535e-06,0.0015616147665888681,0.022096467485909266,1.202229930922333,0.0
2021-07-06,-0.004570532478304359,1.0396968168329746e-06,-0.004571572175121192,0.005198484084164873,1.1967338500220306,-0.0045715721751211635
2021-07-07,-0.0013707464239310972,4.180768933469831e-06,-0.0013749271928645667,0.020903844667349153,1.1950884281090137,-0.005940213789088045
2021-07-08,-0.0014314635021354643,1.4718404713541913e-06,-0.0014329353426068183,0.007359202356770955,1.193375943662836,-0.007364637189413825
2021-07-09,0.006061283174574078,0.00010030853374127266,0.005960974640832805,0.5015426687063632,1.20048962739999,-0.001447562964105975
2021-07-12,-0.0003517703003207503,1.8984638713309023e-06,-0.00035366876419208116,0.00949231935665451,1.2000650517170421,-0.001800719770493453
2021-07-13,0.0008328433260137978,4.59969282215833e-07,0.0008323833567315821,0.002299846411079165,1.2010639658930866,-0.0009698353029290452
2021-07-14,-0.0011301747511501658,6.485295348607978e-07,-0.0011308232806850269,0.003242647674303989,1.1997057747988629,-0.002099561871275024
2021-07-15,-0.0023964740647465124,2.492337314918858e-06,-0.0023989664020614312,0.012461686574594288,1.1968277209527614,-0.004493491494948154
